Datetime,Close,Volume
2025-12-09 14:30:00+00:00,277.70001220703125,5341504
2025-12-09 15:30:00+00:00,277.4100036621094,2290151
2025-12-09 16:30:00+00:00,277.875,1696929
2025-12-09 17:30:00+00:00,278.1000061035156,87654
